year;location;environ;strain;family;set;spot;height;R8;planting;flower;maturity;lodging;yield;moisture;protein;oil;fiber;size;EID
2012;IN;IN_2012;DS11-08022;8;8A;8A_IN_2012;91.44;138;517;699;932;1;4364;7.31;34.69;19.27;4.72;16.38;4
2012;IN;IN_2012;DS11-08023;8;8A;8A_IN_2012;116.84;138;517;705;932;1;3789;7.28;34.84;19.48;4.65;14.58;4
2012;IN;IN_2012;DS11-08025;8;8A;8A_IN_2012;106.68;139;517;699;933;1.5;4581;6.97;36.56;18.08;4.67;16.17;4
2012;IN;IN_2012;DS11-08026;8;8A;8A_IN_2012;99.06;138;517;700;932;1;4644;7.15;36.18;18.76;4.62;17.09;4
2012;IN;IN_2012;DS11-08027;8;8A;8A_IN_2012;96.52;145;517;699;939;1;4080;7.31;35.56;18.9;4.67;15.96;4
2012;IN;IN_2012;DS11-08028;8;8A;8A_IN_2012;86.36;141;517;699;935;1;4266;7.61;36.44;18.5;4.63;16.83;4
2012;IN;IN_2012;DS11-08029;8;8A;8A_IN_2012;101.6;145;517;702;939;1;4582;7.25;35.96;18.68;4.67;17.87;4
2012;IN;IN_2012;DS11-08030;8;8A;8A_IN_2012;111.76;137;517;699;931;1;3686;7.2;35.03;19.19;4.66;15.69;4
2012;IN;IN_2012;DS11-08031;8;8A;8A_IN_2012;96.52;139;517;699;933;1;4363;7;35.97;18.65;4.67;17;4
2012;IN;IN_2012;DS11-08032;8;8A;8A_IN_2012;86.36;140;517;699;934;1;5476;7.06;35.9;18.98;4.64;17.42;4
2012;IN;IN_2012;DS11-08034;8;8A;8A_IN_2012;109.22;146;517;700;940;1;3862;7.17;34.93;19.42;4.69;17.93;4
2012;IN;IN_2012;DS11-08035;8;8A;8A_IN_2012;106.68;145;517;699;939;1;4230;7.39;36.41;18.8;4.6;18.62;4
2012;IN;IN_2012;DS11-08036;8;8A;8A_IN_2012;101.6;135;517;697;929;1;4160;7.08;35.67;18.71;4.67;15.54;4
2012;IN;IN_2012;DS11-08037;8;8A;8A_IN_2012;119.38;137;517;705;931;1;4250;6.97;33.62;19.3;4.83;15.78;4
2012;IN;IN_2012;DS11-08039;8;8A;8A_IN_2012;106.68;138;517;699;932;1;4501;7.03;35.02;19.29;4.68;18.56;4
2012;IN;IN_2012;DS11-08041;8;8A;8A_IN_2012;104.14;140;517;699;934;1;4544;7.02;35.41;19.34;4.65;16.41;4
2012;IN;IN_2012;DS11-08042;8;8B;8B_IN_2012;99.06;143;517;705;937;1;5617;7.36;35.61;18.6;4.68;15.48;4
2012;IN;IN_2012;DS11-08043;8;8B;8B_IN_2012;104.14;NA;517;698;NA;1;5489;6.7;35.65;18.75;4.71;17;4
2012;IN;IN_2012;DS11-08044;8;8B;8B_IN_2012;91.44;140;517;702;934;1;3708;6.99;34.25;19.55;4.72;13.72;4
2012;IN;IN_2012;DS11-08045;8;8B;8B_IN_2012;99.06;135;517;698;929;1.5;4476;7.27;32.95;19.77;4.81;15.54;4
2012;IN;IN_2012;DS11-08046;8;8B;8B_IN_2012;96.52;145;517;702;939;1;5611;7.04;37.14;17.84;4.64;17.06;4
2012;IN;IN_2012;DS11-08047;8;8B;8B_IN_2012;93.98;143;517;708;937;1;5161;7.79;35.34;18.84;4.68;15.03;4
2012;IN;IN_2012;DS11-08049;8;8B;8B_IN_2012;111.76;133;517;696;927;1;4048;7.02;33.86;19.44;4.78;13.87;4
2012;IN;IN_2012;DS11-08050;8;8B;8B_IN_2012;101.6;NA;517;700;NA;1;4452;7.03;34.92;19.63;4.67;17.12;4
2012;IN;IN_2012;DS11-08051;8;8B;8B_IN_2012;106.68;NA;517;698;NA;1;4906;6.87;35.4;18.69;4.72;15.6;4
2012;IN;IN_2012;DS11-08052;8;8B;8B_IN_2012;106.68;142;517;694;936;1;4980;7.56;34.2;19.62;4.71;18.2;4
2012;IN;IN_2012;DS11-08054;8;8B;8B_IN_2012;104.14;NA;517;698;NA;1;4803;7.12;35.85;19.11;4.63;15.72;4
2012;IN;IN_2012;DS11-08056;8;8B;8B_IN_2012;96.52;145;517;702;939;1;4866;7.2;36.31;18.24;4.68;15.21;4
2012;IN;IN_2012;DS11-08057;8;8B;8B_IN_2012;116.84;143;517;700;937;1.5;4964;6.99;35.64;18.92;4.67;15.66;4
2012;IN;IN_2012;DS11-08058;8;8B;8B_IN_2012;99.06;NA;517;698;NA;1;4700;7;35.16;18.72;4.71;16.77;4
2012;IN;IN_2012;DS11-08059;8;8B;8B_IN_2012;93.98;NA;517;696;NA;1.5;4556;7.21;36.06;19.2;4.59;16.97;4
2012;IN;IN_2012;DS11-08060;8;8B;8B_IN_2012;99.06;NA;517;698;NA;1;4713;7.16;36.71;18.41;4.63;16.38;4
2012;IN;IN_2012;DS11-08062;8;8B;8B_IN_2012;93.98;142;517;702;936;1.5;4999;7.35;36.16;18.86;4.63;18.5;4
2012;IN;IN_2012;DS11-08063;8;8B;8B_IN_2012;91.44;141;517;702;935;1;4395;6.91;33.89;19.89;4.75;14.85;4
2012;IN;IN_2012;DS11-08064;8;8B;8B_IN_2012;101.6;137;517;694;931;1.5;4845;6.9;33.02;19.83;4.84;16.71;4
2012;IN;IN_2012;DS11-08065;8;8B;8B_IN_2012;101.6;137;517;698;931;1;4883;7.22;33.16;19.41;4.81;14.43;4
2012;IN;IN_2012;DS11-08066;8;8B;8B_IN_2012;91.44;137;517;702;931;1;4000;6.94;34.6;19.19;4.76;15.24;4
2012;IN;IN_2012;DS11-08068;8;8B;8B_IN_2012;96.52;NA;517;702;NA;1;4637;6.97;33.83;19.87;4.77;17.03;4
2012;IN;IN_2012;DS11-08069;8;8B;8B_IN_2012;99.06;NA;517;700;NA;1;4764;7.18;37.28;17.78;4.6;16.53;4
2012;IN;IN_2012;DS11-08071;8;8B;8B_IN_2012;86.36;NA;517;702;NA;1;4832;6.92;35.21;19.3;4.68;16.86;4
2012;IN;IN_2012;DS11-08074;8;8B;8B_IN_2012;96.52;142;517;708;936;1.5;5020;7.47;35.1;19.22;4.7;16.29;4
2012;IN;IN_2012;DS11-08075;8;8B;8B_IN_2012;106.68;142;517;702;936;1.5;6254;6.83;33.68;19.38;4.82;16.5;4
2012;IN;IN_2012;DS11-08076;8;8B;8B_IN_2012;101.6;144;517;696;938;2;5720;6.91;34.22;19.22;4.76;16.94;4
2012;IN;IN_2012;DS11-08077;8;8B;8B_IN_2012;101.6;146;517;702;940;1.5;5719;7.34;34.73;19.02;4.72;16.62;4
2012;IN;IN_2012;DS11-08079;8;8B;8B_IN_2012;86.36;NA;517;700;NA;1;4885;7.32;35.39;18.83;4.68;15.99;4
2012;IN;IN_2012;DS11-08081;8;8B;8B_IN_2012;88.9;NA;517;698;NA;1;4758;7.1;34.33;19.62;4.71;17.66;4
2012;IN;IN_2012;DS11-08082;8;8B;8B_IN_2012;83.82;140;517;700;934;1.5;5197;6.99;34.58;19.72;4.67;16.77;4
2012;IN;IN_2012;DS11-08083;8;8B;8B_IN_2012;93.98;135;517;694;929;1;5035;7.61;34.32;19.41;4.73;18.11;4
2012;IN;IN_2012;DS11-08084;8;8B;8B_IN_2012;101.6;140;517;698;934;1.5;5581;7.3;35.19;19.24;4.67;15.18;4
2012;IN;IN_2012;DS11-08085;8;8B;8B_IN_2012;99.06;143;517;702;937;1;4559;6.9;35.9;18.52;4.7;16.53;4
2012;IN;IN_2012;DS11-08086;8;8B;8B_IN_2012;93.98;146;517;705;940;1;4563;7.05;35.36;18.86;4.73;14.67;4
2012;IN;IN_2012;DS11-09001;9;9A;9A_IN_2012;86.36;NA;517;696;NA;1.5;4389;6.98;34.61;20.55;4.6;15.24;4
2012;IN;IN_2012;DS11-09007;9;9A;9A_IN_2012;93.98;140;517;702;934;1.5;3849;7.03;36.09;19.19;4.62;15.24;4
2012;IN;IN_2012;DS11-09010;9;9A;9A_IN_2012;99.06;NA;517;705;NA;1.5;4380;7.12;36.95;18.56;4.58;16.53;4
2012;IN;IN_2012;DS11-09013;9;9A;9A_IN_2012;114.3;147;517;702;941;2;3373;6.88;35.55;20.08;4.59;12.76;4
2012;IN;IN_2012;DS11-09014;9;9A;9A_IN_2012;78.74;135;517;698;929;1.5;2888;7.1;34.76;19.95;4.66;13.87;4
2012;IN;IN_2012;DS11-09017;9;9A;9A_IN_2012;83.82;147;517;707;941;1.5;3662;6.97;35.22;19.25;4.68;15.39;4
2012;IN;IN_2012;DS11-09020;9;9A;9A_IN_2012;93.98;140;517;698;934;1;4149;6.92;34.59;20.13;4.66;17.15;4
2012;IN;IN_2012;DS11-09021;9;9A;9A_IN_2012;96.52;140;517;702;934;1;3714;7.01;35.63;19.42;4.64;13.84;4
2012;IN;IN_2012;DS11-09023;9;9A;9A_IN_2012;88.9;NA;517;698;NA;1.5;4320;7.01;33.77;20.5;4.68;15.03;4
2012;IN;IN_2012;DS11-09024;9;9A;9A_IN_2012;101.6;NA;517;698;NA;1;3648;7.1;35.55;18.95;4.68;12.82;4
2012;IN;IN_2012;DS11-09027;9;9A;9A_IN_2012;93.98;139;517;698;933;2;3574;6.98;36.31;19.97;4.51;16.26;4
2012;IN;IN_2012;DS11-09030;9;9A;9A_IN_2012;101.6;NA;517;702;NA;1;4288;7.05;35.56;19.53;4.63;16.89;4
2012;IN;IN_2012;DS11-09033;9;9A;9A_IN_2012;91.44;NA;517;705;NA;1;3833;7.03;36.15;19.79;4.54;14.05;4
2012;IN;IN_2012;DS11-09034;9;9A;9A_IN_2012;81.28;NA;517;702;NA;1.5;3712;7.62;34.91;19.42;4.71;15;4
2012;IN;IN_2012;DS11-09035;9;9A;9A_IN_2012;91.44;139;517;698;933;1;3608;7.14;34.59;19.92;4.68;15.84;4
2012;IN;IN_2012;DS11-09036;9;9A;9A_IN_2012;88.9;140;517;698;934;1;3641;6.96;34.66;19.38;4.74;16.17;4
2012;IN;IN_2012;DS11-09037;9;9A;9A_IN_2012;91.44;NA;517;698;NA;1;4309;6.92;34.41;19.89;4.72;15.33;4
2012;IN;IN_2012;DS11-09039;9;9A;9A_IN_2012;81.28;147;517;705;941;1;3455;7.01;34.44;20.16;4.67;16.65;4
2012;IN;IN_2012;DS11-09040;9;9A;9A_IN_2012;88.9;142;517;705;936;1.5;4141;7.15;36.12;18.73;4.66;13.99;4
2012;IN;IN_2012;DS11-09041;9;9A;9A_IN_2012;76.2;139;517;698;933;1;3383;7.2;35.17;18.86;4.73;13.66;4
2012;IN;IN_2012;DS11-09043;9;9A;9A_IN_2012;78.74;133;517;698;927;1;4364;7.34;33.78;19.93;4.75;16.05;4
2012;IN;IN_2012;DS11-09047;9;9A;9A_IN_2012;81.28;NA;517;698;NA;1.5;4264;7.21;35.86;19.18;4.62;18.77;4
2012;IN;IN_2012;DS11-09049;9;9A;9A_IN_2012;83.82;134;517;698;928;1;3838;6.99;34.98;19.66;4.7;15.39;4
2012;IN;IN_2012;DS11-09050;9;9A;9A_IN_2012;83.82;140;517;698;934;1;3893;6.97;34.83;20.05;4.64;17.63;4
2012;IN;IN_2012;DS11-09053;9;9A;9A_IN_2012;99.06;NA;517;703;NA;1;3315;7.53;37.31;18.22;4.58;15.6;4
2012;IN;IN_2012;DS11-09055;9;9A;9A_IN_2012;83.82;133;517;694;927;1;3458;7.09;35.86;19.64;4.58;17.18;4
2012;IN;IN_2012;DS11-09056;9;9A;9A_IN_2012;86.36;142;517;705;936;1;3583;7.44;36.81;18.75;4.56;14.43;4
2012;IN;IN_2012;DS11-09059;9;9A;9A_IN_2012;109.22;146;517;698;940;1;4858;7.05;36.21;18.82;4.64;16.02;4
2012;IN;IN_2012;DS11-09062;9;9A;9A_IN_2012;96.52;NA;517;700;NA;1.5;3881;6.89;32.89;20.2;4.81;15.96;4
2012;IN;IN_2012;DS11-09063;9;9A;9A_IN_2012;101.6;139;517;705;933;1;4168;7.1;35.43;18.71;4.72;14.91;4
2012;IN;IN_2012;DS11-09065;9;9A;9A_IN_2012;91.44;144;517;705;938;1;3832;7.24;36.38;19.27;4.56;16.86;4
2012;IN;IN_2012;DS11-09066;9;9A;9A_IN_2012;99.06;137;517;705;931;1.5;2824;6.75;33.29;19.74;4.88;11.51;4
2012;IN;IN_2012;DS11-09068;9;9A;9A_IN_2012;81.28;NA;517;703;NA;1.5;4012;7.29;34.91;19.29;4.71;16.05;4
2012;IN;IN_2012;DS11-09069;9;9A;9A_IN_2012;101.6;147;517;705;941;1;3654;6.86;34.62;19.97;4.69;13.99;4
2012;IN;IN_2012;DS11-09070;9;9A;9A_IN_2012;96.52;147;517;700;941;1;3131;6.99;36.34;18.92;4.63;15.39;4
2012;IN;IN_2012;DS11-09072;9;9B;9B_IN_2012;106.68;137;517;700;931;2;3184;6.77;34.76;19.85;4.69;14.85;4
2012;IN;IN_2012;DS11-09074;9;9B;9B_IN_2012;83.82;127;517;698;921;1.5;4153;6.73;34.28;20.08;4.72;13.72;4
2012;IN;IN_2012;DS11-09075;9;9B;9B_IN_2012;106.68;140;517;702;934;1.5;4108;6.79;35.11;20.03;4.64;17.6;4
2012;IN;IN_2012;DS11-09076;9;9B;9B_IN_2012;96.52;144;517;702;938;1.5;3384;6.86;35.02;18.89;4.78;12.13;4
2012;IN;IN_2012;DS11-09087;9;9B;9B_IN_2012;78.74;139;517;698;933;1.5;4187;6.57;33.48;21.04;4.67;15.87;4
2012;IN;IN_2012;DS11-09088;9;9B;9B_IN_2012;88.9;136;517;702;930;NA;3560;6.71;34.64;19.97;4.7;14.26;4
2012;IN;IN_2012;DS11-09095;9;9B;9B_IN_2012;83.82;133;517;698;927;1.5;3797;6.9;33.72;20.12;4.76;12.13;4
2012;IN;IN_2012;DS11-09097;9;9B;9B_IN_2012;86.36;126;517;700;920;1.5;4350;6.94;35.9;20.12;4.54;16.17;4
2012;IN;IN_2012;DS11-09101;9;9B;9B_IN_2012;104.14;133;517;700;927;1.5;3082;6.83;33.83;20.61;4.73;15.27;4
2012;IN;IN_2012;DS11-09104;9;9B;9B_IN_2012;101.6;136;517;700;930;2.5;5262;6.9;34.74;19.76;4.73;14.02;4
2012;IN;IN_2012;DS11-09106;9;9B;9B_IN_2012;91.44;133;517;700;927;1.5;3451;6.9;34.62;20.36;4.64;15.84;4
2012;IN;IN_2012;DS11-09114;9;9B;9B_IN_2012;88.9;133;517;698;927;1.5;3438;6.84;33.26;20.58;4.78;12.76;4
2012;IN;IN_2012;DS11-09115;9;9B;9B_IN_2012;93.98;130;517;694;924;1.5;3745;6.49;34.27;20.7;4.62;17.6;4
2012;IN;IN_2012;DS11-09116;9;9B;9B_IN_2012;76.2;130;517;698;924;1.5;4218;6.71;32.96;20.46;4.82;12.7;4
2012;IN;IN_2012;DS11-09117;9;9B;9B_IN_2012;81.28;144;517;698;938;1.5;3749;7.26;36.34;19.68;4.53;14.49;4
2012;IN;IN_2012;DS11-09121;9;9B;9B_IN_2012;88.9;133;517;702;927;1.5;3630;7.13;34.84;20.45;4.63;17.87;4
2012;IN;IN_2012;DS11-09122;9;9B;9B_IN_2012;71.12;134;517;698;928;1.5;4058;7.25;33.6;21.04;4.66;16.38;4
2012;IN;IN_2012;DS11-09123;9;9B;9B_IN_2012;83.82;131;517;698;925;1.5;3882;7.07;34.96;20.43;4.62;17.24;4
2012;IN;IN_2012;DS11-09124;9;9B;9B_IN_2012;99.06;140;517;698;934;1;3658;6.68;35.51;19.44;4.66;15.9;4
2012;IN;IN_2012;DS11-09127;9;9B;9B_IN_2012;101.6;132;517;702;926;1.5;3157;6.64;35.49;19.58;4.67;13.75;4
2012;IN;IN_2012;DS11-09128;9;9B;9B_IN_2012;83.82;131;517;698;925;1.5;2935;6.78;31.05;21.77;4.87;13.09;4
2012;IN;IN_2012;DS11-09129;9;9B;9B_IN_2012;106.68;145;517;705;939;1.5;4046;6.96;34.18;20.11;4.69;15.75;4
2012;IN;IN_2012;DS11-09132;9;9B;9B_IN_2012;93.98;137;517;700;931;2.5;4124;6.87;35.74;19.57;4.62;16.86;4
2012;IN;IN_2012;DS11-09134;9;9B;9B_IN_2012;86.36;132;517;700;926;2;3923;7.2;35.8;20.04;4.55;16.71;4
2012;IN;IN_2012;DS11-09135;9;9B;9B_IN_2012;109.22;144;517;698;938;2.5;3900;7.27;35.42;19.96;4.59;16.68;4
2012;IN;IN_2012;DS11-09139;9;9B;9B_IN_2012;104.14;145;517;700;939;1.5;4788;7.14;34.82;20.16;4.63;18.2;4
2012;IN;IN_2012;DS11-10001;10;10A;10A_IN_2012;96.52;NA;517;703;NA;1;4407;6.56;35.65;18.3;4.74;17.33;4
2012;IN;IN_2012;DS11-10003;10;10A;10A_IN_2012;101.6;134;517;707;928;1;3684;6.51;32.75;20.46;4.83;14.94;4
2012;IN;IN_2012;DS11-10005;10;10A;10A_IN_2012;93.98;146;517;702;940;1;5367;6.57;34.27;19.1;4.78;14.26;4
2012;IN;IN_2012;DS11-10007;10;10A;10A_IN_2012;91.44;147;517;705;941;1;4671;6.44;34.58;19.5;4.73;14.11;4
2012;IN;IN_2012;DS11-10010;10;10A;10A_IN_2012;109.22;143;517;707;937;1;4306;6.62;33.57;19.01;4.88;15.81;4
2012;IN;IN_2012;DS11-10012;10;10A;10A_IN_2012;114.3;146;517;705;940;2;4089;7.02;35.44;19;4.65;15.39;4
2012;IN;IN_2012;DS11-10013;10;10A;10A_IN_2012;99.06;146;517;705;940;1;5089;6.58;34.67;19.12;4.76;17.33;4
2012;IN;IN_2012;DS11-10017;10;10A;10A_IN_2012;93.98;140;517;705;934;1;4049;6.69;34.79;19.59;4.69;16.2;4
2012;IN;IN_2012;DS11-10018;10;10A;10A_IN_2012;96.52;NA;517;705;NA;1.5;4563;6.53;34.67;18.78;4.81;17.81;4
2012;IN;IN_2012;DS11-10019;10;10A;10A_IN_2012;96.52;145;517;702;939;1.5;4489;6.73;35.77;18.81;4.67;17;4
2012;IN;IN_2012;DS11-10020;10;10A;10A_IN_2012;99.06;145;517;702;939;1;5010;6.7;34.92;18.83;4.76;15.27;4
2012;IN;IN_2012;DS11-10024;10;10A;10A_IN_2012;106.68;NA;517;705;NA;1.5;3896;7.34;35.05;18.77;4.73;15.09;4
2012;IN;IN_2012;DS11-10026;10;10A;10A_IN_2012;83.82;147;517;705;941;1.5;4864;6.5;34.78;18.91;4.79;15.18;4
2012;IN;IN_2012;DS11-10027;10;10A;10A_IN_2012;101.6;147;517;705;941;1;3996;6.56;35.62;19.43;4.62;16.65;4
2012;IN;IN_2012;DS11-10028;10;10A;10A_IN_2012;96.52;146;517;702;940;1;4557;7.07;34.8;18.41;4.8;14.82;4
2012;IN;IN_2012;DS11-10029;10;10A;10A_IN_2012;88.9;139;517;699;933;1;5029;6.75;34.14;19.17;4.78;15.42;4
2012;IN;IN_2012;DS11-10031;10;10A;10A_IN_2012;99.06;NA;517;702;NA;1;5247;6.65;34.43;19.35;4.76;16.26;4
2012;IN;IN_2012;DS11-10032;10;10A;10A_IN_2012;104.14;NA;517;703;NA;1;4735;6.57;34.97;18.71;4.77;16.62;4
2012;IN;IN_2012;DS11-10033;10;10A;10A_IN_2012;78.74;138;517;702;932;1;4594;6.48;32.8;19.2;4.93;15.27;4
2012;IN;IN_2012;DS11-10036;10;10A;10A_IN_2012;124.46;143;517;705;937;1;4699;6.74;34.81;19.25;4.68;14.52;4
2012;IN;IN_2012;DS11-10042;10;10A;10A_IN_2012;96.52;148;517;700;942;1;4928;6.65;35.21;17.91;4.84;15.42;4
2012;IN;IN_2012;DS11-10043;10;10A;10A_IN_2012;101.6;142;517;705;936;1;4279;6.64;34.38;19.13;4.79;16.44;4
2012;IN;IN_2012;DS11-10046;10;10A;10A_IN_2012;86.36;147;517;702;941;1;3840;6.57;35.98;18.34;4.73;12.88;4
2012;IN;IN_2012;DS11-10047;10;10A;10A_IN_2012;93.98;142;517;702;936;1;4586;7.17;34.61;19.2;4.73;14.2;4
2012;IN;IN_2012;DS11-10048;10;10A;10A_IN_2012;104.14;133;517;702;927;1;4111;6.69;32.15;19.85;4.92;12.25;4
2012;IN;IN_2012;DS11-10051;10;10A;10A_IN_2012;99.06;144;517;702;938;1;4490;7.69;35.94;18.08;4.72;14.52;4
2012;IN;IN_2012;DS11-10052;10;10A;10A_IN_2012;99.06;145;517;702;939;1.5;4058;6.37;34.78;18.95;4.78;13.03;4
2012;IN;IN_2012;DS11-10054;10;10A;10A_IN_2012;101.6;139;517;705;933;1;4404;6.81;33.84;20.1;4.73;16.35;4
2012;IN;IN_2012;DS11-10055;10;10A;10A_IN_2012;106.68;148;517;702;942;1;4821;6.7;34.84;18.82;4.77;15.87;4
2012;IN;IN_2012;DS11-10056;10;10A;10A_IN_2012;106.68;140;517;700;934;1.5;4680;6.71;34.97;18.13;4.84;16.89;4
2012;IN;IN_2012;DS11-10057;10;10A;10A_IN_2012;99.06;147;517;702;941;1;4304;6.36;33.85;19.13;4.86;14.67;4
2012;IN;IN_2012;DS11-10060;10;10A;10A_IN_2012;93.98;NA;517;702;NA;1;4840;6.54;35.3;19.21;4.69;16.47;4
2012;IN;IN_2012;DS11-10062;10;10A;10A_IN_2012;104.14;142;517;705;936;1.5;4898;7.31;34.92;19.48;4.68;16.83;4
2012;IN;IN_2012;DS11-10063;10;10A;10A_IN_2012;104.14;147;517;705;941;1.5;4401;6.75;36.42;18.94;4.59;17.03;4
2012;IN;IN_2012;DS11-10065;10;10A;10A_IN_2012;93.98;143;517;705;937;1.5;4458;6.65;34.74;18.71;4.78;13.12;4
2012;IN;IN_2012;DS11-10066;10;10B;10B_IN_2012;96.52;146;517;699;940;1.5;3701;6.91;34.91;18.67;4.79;14.55;4
2012;IN;IN_2012;DS11-10067;10;10B;10B_IN_2012;116.84;146;517;699;940;2;4616;7.05;35.07;18.24;4.81;13.51;4
2012;IN;IN_2012;DS11-10068;10;10B;10B_IN_2012;99.06;147;517;702;941;1;4270;7.16;36.01;18.78;4.65;17.6;4
2012;IN;IN_2012;DS11-10069;10;10B;10B_IN_2012;101.6;147;517;702;941;1.5;3695;6.85;34.37;18.97;4.83;14.58;4
2012;IN;IN_2012;DS11-10070;10;10B;10B_IN_2012;119.38;137;517;699;931;1.5;3623;6.85;34.3;19.58;4.76;15.45;4
2012;IN;IN_2012;DS11-10074;10;10B;10B_IN_2012;101.6;137;517;699;931;1.5;4638;6.84;34.26;19.57;4.76;13.96;4
2012;IN;IN_2012;DS11-10075;10;10B;10B_IN_2012;91.44;139;517;702;933;1;3430;6.83;34.58;18.67;4.85;14.08;4
2012;IN;IN_2012;DS11-10078;10;10B;10B_IN_2012;99.06;146;517;705;940;1;4421;7.01;33.94;19.87;4.74;17.12;4
2012;IN;IN_2012;DS11-10080;10;10B;10B_IN_2012;86.36;136;517;699;930;1;4319;7.46;32.38;20.05;4.87;17.33;4
2012;IN;IN_2012;DS11-10081;10;10B;10B_IN_2012;99.06;146;517;705;940;1;4478;7.07;36.26;18.58;4.66;16.86;4
2012;IN;IN_2012;DS11-10082;10;10B;10B_IN_2012;111.76;147;517;705;941;1.5;4731;6.96;35.38;18.73;4.72;17.15;4
2012;IN;IN_2012;DS11-10083;10;10B;10B_IN_2012;114.3;147;517;699;941;1;4648;6.99;35.59;18.96;4.67;16.47;4
2012;IN;IN_2012;DS11-10086;10;10B;10B_IN_2012;104.14;135;517;699;929;1.5;3801;6.78;34.8;19.59;4.71;15.72;4
2012;IN;IN_2012;DS11-10088;10;10B;10B_IN_2012;104.14;139;517;699;933;1;4877;7.12;35.62;17.98;4.78;13.15;4
2012;IN;IN_2012;DS11-10090;10;10B;10B_IN_2012;106.68;147;517;699;941;1.5;4010;6.79;33.66;18.81;4.93;12.49;4
2012;IN;IN_2012;DS11-10093;10;10B;10B_IN_2012;86.36;145;517;702;939;1.5;4121;6.9;34.76;18.99;4.75;15.69;4
2012;IN;IN_2012;DS11-10094;10;10B;10B_IN_2012;109.22;146;517;702;940;1;4397;6.88;35.61;18.43;4.75;15.45;4
2012;IN;IN_2012;DS11-10099;10;10B;10B_IN_2012;101.6;146;517;707;940;1;4955;7;34.79;18.69;4.79;17.06;4
2012;IN;IN_2012;DS11-10100;10;10B;10B_IN_2012;114.3;NA;517;702;NA;1.5;4026;6.93;35.26;18.85;4.73;14.2;4
2012;IN;IN_2012;DS11-10102;10;10B;10B_IN_2012;101.6;139;517;699;933;1;4542;6.92;34.81;18.5;4.84;16.41;4
2012;IN;IN_2012;DS11-10106;10;10B;10B_IN_2012;96.52;146;517;699;940;1;4510;6.96;35.69;18.42;4.74;15;4
2012;IN;IN_2012;DS11-10107;10;10B;10B_IN_2012;99.06;142;517;699;936;1.5;4546;6.89;32.85;20.32;4.8;15.03;4
2012;IN;IN_2012;DS11-10108;10;10B;10B_IN_2012;99.06;NA;517;705;NA;1;4351;6.99;36.29;18.24;4.71;15;4
2012;IN;IN_2012;DS11-10109;10;10B;10B_IN_2012;106.68;144;517;702;938;2.5;4435;6.86;34.73;19.41;4.71;15.33;4
2012;IN;IN_2012;DS11-10117;10;10B;10B_IN_2012;106.68;147;517;700;941;1.5;4835;7.08;36.66;17.91;4.68;13.42;4
2012;IN;IN_2012;DS11-10119;10;10B;10B_IN_2012;124.46;NA;517;702;NA;2.5;3561;6.73;34.1;19.01;4.84;11.36;4
2012;IN;IN_2012;DS11-10072;10;10B;10B_IN_2012;81.28;145;517;699;939;1;4407;6.96;35.18;18.78;4.76;17.48;4
2012;IN;IN_2012;DS11-11005;11;11A;11A_IN_2012;78.74;146;516;707;939;1;5352;7.11;34.37;19.16;4.75;15.36;4
2012;IN;IN_2012;DS11-11006;11;11A;11A_IN_2012;91.44;143;516;703;936;1;4016;7.6;32.41;20.08;4.85;13.42;4
2012;IN;IN_2012;DS11-11007;11;11A;11A_IN_2012;96.52;139;516;699;932;1;4004;7.18;33.24;19.54;4.83;14.17;4
2012;IN;IN_2012;DS11-11008;11;11A;11A_IN_2012;86.36;141;516;707;934;1;4241;7.01;30.37;21.04;4.91;13.21;4
2012;IN;IN_2012;DS11-11009;11;11A;11A_IN_2012;88.9;138;516;702;931;1.5;4096;7.04;33.07;19.57;4.83;12.82;4
2012;IN;IN_2012;DS11-11011;11;11A;11A_IN_2012;83.82;139;516;707;932;1;4006;6.93;32.56;19.97;4.87;13.3;4
2012;IN;IN_2012;DS11-11013;11;11A;11A_IN_2012;76.2;138;516;699;931;1;4320;6.83;30.44;20.77;5;13.93;4
2012;IN;IN_2012;DS11-11014;11;11A;11A_IN_2012;68.58;138;516;707;931;1;3414;7.24;32.24;20.48;4.83;12.22;4
2012;IN;IN_2012;DS11-11015;11;11A;11A_IN_2012;93.98;131;516;699;924;1;3525;6.79;30.57;21.18;4.92;13.48;4
2012;IN;IN_2012;DS11-11016;11;11A;11A_IN_2012;116.84;143;516;702;936;1.5;3648;6.88;33.12;20.06;4.83;15.36;4
2012;IN;IN_2012;DS11-11017;11;11A;11A_IN_2012;116.84;138;516;703;931;1.5;4059;6.76;31.71;20.75;4.9;11.45;4
2012;IN;IN_2012;DS11-11018;11;11A;11A_IN_2012;91.44;134;516;699;927;1;3954;6.9;32.7;19.84;4.89;15.48;4
2012;IN;IN_2012;DS11-11021;11;11A;11A_IN_2012;104.14;135;516;702;928;2.5;4619;6.74;31.5;20.56;4.97;12.34;4
2012;IN;IN_2012;DS11-11022;11;11A;11A_IN_2012;91.44;139;516;699;932;1;4316;7.6;33.67;19.82;4.79;13.24;4
2012;IN;IN_2012;DS11-11025;11;11A;11A_IN_2012;96.52;138;516;709;931;1.5;3444;6.72;31.13;20.25;5.03;11.74;4
2012;IN;IN_2012;DS11-11027;11;11A;11A_IN_2012;96.52;127;516;699;920;1;3693;7.07;31.58;20.19;4.94;15.75;4
2012;IN;IN_2012;DS11-11029;11;11A;11A_IN_2012;96.52;129;516;707;922;1;3737;6.72;31.12;20.66;4.93;13.36;4
